Virome_Sample,Metagenome_Sample,Phylum,Microbe,Phage_Abundance,Microbial_Abundance,Phage_Prevalence,Microbial_Prevalence,Phage_Host_Co_Detections
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Bacteroidetes,Salinibacter,0,0,19,3,2
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Firmicutes,Selenomonas,6.94E-06,0,39,6,6
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Proteobacteria,Serratia,2.00E-05,0,39,4,4
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Proteobacteria,Shewanella,3.47E-05,0.911834275,39,5,5
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Proteobacteria,Sphingobium,7.90E-06,0,39,1,1
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Spirochaetes,Spirochaeta,8.06E-07,0,35,6,5
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Tenericutes,Spiroplasma,9.48E-05,0,39,27,27
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Firmicutes,Staphylococcus,0.000569515,0,39,31,31
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Proteobacteria,Stigmatella,8.01E-07,0,31,1,1
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Firmicutes,Streptococcus,0.000377874,0.906592689,39,35,35
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Crenarchaeota,Sulfolobus,5.65E-06,0,39,22,22
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Cyanobacteria,Synechococcus,0.010950497,0,39,26,26
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Firmicutes,Thermoanaerobacterium,3.90E-06,0,39,3,3
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Deinococcus-Thermus,Thermus,3.47E-05,0,39,14,14
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Spirochaetes,Treponema,2.51E-06,0,39,8,8
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Proteobacteria,Vibrio,0.000260605,0.909547891,39,10,10
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Firmicutes,Weissella,5.92E-06,0,39,3,3
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Proteobacteria,Wolbachia,1.96E-05,0,39,2,2
ETARA_068_DCM_South_Atlantic_Gyral_Province,TARA_068_DCM_0.22-0.45,Proteobacteria,Xylella,1.12E-05,0,39,7,7
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Tenericutes,Acholeplasma,1.79E-05,0,39,27,27
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Acidovorax,1.80E-05,0,39,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Aeromonas,0.00023417,0,39,3,3
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Alicyclobacillus,1.67E-05,0,38,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Aliivibrio,1.74E-06,0,39,2,2
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Alteromonas,5.32E-06,0.363820898,39,2,2
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Actinobacteria,Atopobium,3.11E-05,0,39,22,22
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Azospirillum,8.23E-06,0,36,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Bacillus,0.001518565,0,39,7,7
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Bacteroidetes,Bacteroides,8.03E-05,0,39,4,4
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Bdellovibrio,5.35E-06,0,39,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Actinobacteria,Bifidobacterium,2.83E-05,0,39,19,19
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Bordetella,3.62E-05,0,38,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Spirochaetes,Brachyspira,3.10E-05,0.493957944,39,7,7
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Burkholderia,0.000455273,0,39,20,20
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Campylobacter,0.000334873,0,39,4,4
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,C_Pelagibacter,0.030331171,12.31417334,39,36,36
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,C_Puniceispirillum,0.001045714,0.23670345,39,15,15
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Carnobacterium,6.20E-06,0,39,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Bacteroidetes,Cellulophaga,0.00026796,0,39,6,6
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Chromobacterium,4.29E-06,0,32,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Actinobacteria,Clavibacter,5.75E-06,0,39,2,2
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Clostridium,0.001139493,1.295962795,39,27,27
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Comamonas,9.89E-06,0,35,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Coprococcus,2.28E-06,0,31,14,11
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Actinobacteria,Corynebacterium,2.28E-05,0,39,7,7
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Bacteroidetes,Croceibacter,6.20E-06,0,39,24,24
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Cyanobacteria,Cyanothece,3.51E-06,0,36,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Deinococcus-Thermus,Deinococcus,1.92E-05,0,39,3,3
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Desulfovibrio,0.00013766,0,39,6,6
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Eubacterium,0.000238509,0,39,3,3
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Exiguobacterium,1.15E-06,0.305246309,36,22,21
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Bacteroidetes,Flavobacterium,0.007733439,0,39,22,22
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Fusobacteria,Fusobacterium,0.00014096,0,39,26,26
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Actinobacteria,Gardnerella,5.07E-06,0,39,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Gluconobacter,5.82E-06,0,39,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Hahella,3.42E-06,0,39,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Euryarchaeota,Haloferax,9.35E-06,0,37,15,13
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Euryarchaeota,Haloquadratum,5.64E-07,0.868375487,9,38,9
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Helicobacter,5.65E-05,0,39,3,3
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Idiomarina,2.25E-06,0,39,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Lactobacillus,0.000344931,0,39,10,10
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Spirochaetes,Leptospira,0.000240918,0,39,36,36
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Fusobacteria,Leptotrichia,5.36E-05,0.692001652,39,6,6
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Leuconostoc,1.52E-05,0.617706377,39,28,28
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Listeria,0.000150649,0,39,4,4
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Magnetospirillum,3.20E-05,0,39,19,19
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Marinomonas,5.65E-07,2.03797341,37,21,20
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Crenarchaeota,Metallosphaera,2.25E-06,0,25,4,3
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Euryarchaeota,Methanobacterium,0,0,21,36,20
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Euryarchaeota,Methanobrevibacter,1.57E-05,0,39,2,2
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Euryarchaeota,Methanothermobacter,7.45E-06,0,34,3,3
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Methylophaga,1.88E-06,0,34,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Moraxella,3.03E-05,0,39,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Actinobacteria,Mycobacterium,0.000860734,0,39,2,2
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Tenericutes,Mycoplasma,1.91E-05,0.953361342,39,31,31
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Myxococcus,4.35E-05,0.158117716,38,36,35
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Euryarchaeota,Natrialba,1.90E-05,0,39,2,2
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Neisseria,8.82E-05,0,39,7,7
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Actinobacteria,Olsenella,7.89E-06,0,37,11,10
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Phaeobacter,6.88E-07,0,34,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Planctomycetes,Planctomyces,3.72E-06,0,30,3,3
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Bacteroidetes,Porphyromonas,3.19E-06,0,35,22,19
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Bacteroidetes,Prevotella,4.57E-05,0,39,16,16
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Cyanobacteria,Prochlorococcus,0.026368373,13.6389181,39,39,39
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Actinobacteria,Propionibacterium,2.56E-05,0,39,2,2
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Pseudoalteromonas,9.93E-05,0,39,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Psychrobacter,3.05E-06,0,39,2,2
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Rhizobium,3.56E-05,0,39,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Rhodobacter,0.000148129,0,39,11,11
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Planctomycetes,Rhodopirellula,5.68E-06,0,35,23,20
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Bacteroidetes,Riemerella,2.30E-05,0,39,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Roseburia,3.38E-06,0,39,3,3
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Ruegeria,2.58E-05,0,39,10,10
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Bacteroidetes,Salinibacter,0,0,19,3,2
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Selenomonas,1.81E-05,0,39,6,6
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Serratia,4.38E-05,0.098653515,39,4,4
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Shewanella,3.34E-05,0.120831011,39,5,5
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Sphingobium,4.70E-05,0,39,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Spirochaetes,Spirochaeta,1.70E-06,0,35,6,5
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Tenericutes,Spiroplasma,0.000108757,4.339109871,39,27,27
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Staphylococcus,0.000656794,0.517031581,39,31,31
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Stigmatella,4.99E-05,0,31,1,1
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Streptococcus,0.000485526,0,39,35,35
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Crenarchaeota,Sulfolobus,8.08E-06,0,39,22,22
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Cyanobacteria,Synechococcus,0.018677586,0,39,26,26
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Thermoanaerobacterium,6.29E-06,0,39,3,3
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Deinococcus-Thermus,Thermus,4.39E-05,0,39,14,14
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Spirochaetes,Treponema,2.50E-06,0,39,8,8
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Vibrio,0.000359802,0,39,10,10
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Firmicutes,Weissella,2.43E-06,0,39,3,3
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Wolbachia,2.49E-05,0,39,2,2
ETARA_068_SRF_South_Atlantic_Gyral_Province,TARA_068_SRF_0.22-0.45,Proteobacteria,Xylella,3.56E-05,0,39,7,7
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Tenericutes,Acholeplasma,1.12E-05,0,39,27,27
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Acidovorax,9.72E-06,0,39,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Aeromonas,0.000223265,0,39,3,3
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Firmicutes,Alicyclobacillus,7.77E-06,0,38,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Aliivibrio,3.72E-06,0,39,2,2
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Alteromonas,7.14E-06,0,39,2,2
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Actinobacteria,Atopobium,2.33E-05,0,39,22,22
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Azospirillum,1.44E-06,0,36,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Firmicutes,Bacillus,0.001433711,0,39,7,7
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Bacteroidetes,Bacteroides,7.40E-05,0,39,4,4
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Bdellovibrio,7.67E-06,0,39,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Actinobacteria,Bifidobacterium,2.48E-05,0,39,19,19
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Bordetella,1.81E-05,0,38,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Spirochaetes,Brachyspira,3.04E-05,0,39,7,7
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Burkholderia,0.000240803,0,39,20,20
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Campylobacter,0.00035992,0,39,4,4
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,C_Pelagibacter,0.028055727,10.93831731,39,36,36
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,C_Puniceispirillum,0.000897659,0,39,15,15
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Firmicutes,Carnobacterium,7.71E-06,0,39,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Bacteroidetes,Cellulophaga,0.000333002,0,39,6,6
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Chromobacterium,3.57E-06,0,32,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Actinobacteria,Clavibacter,2.98E-06,0,39,2,2
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Firmicutes,Clostridium,0.001129106,1.477900674,39,27,27
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Comamonas,5.35E-06,0,35,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Firmicutes,Coprococcus,0,0,31,14,11
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Actinobacteria,Corynebacterium,2.64E-05,0,39,7,7
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Bacteroidetes,Croceibacter,7.47E-06,0,39,24,24
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Cyanobacteria,Cyanothece,1.96E-06,0,36,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Deinococcus-Thermus,Deinococcus,6.77E-06,0,39,3,3
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Desulfovibrio,0.000175537,0,39,6,6
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Firmicutes,Eubacterium,0.000213157,0,39,3,3
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Firmicutes,Exiguobacterium,1.93E-06,0,36,22,21
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Bacteroidetes,Flavobacterium,0.004795291,0,39,22,22
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Fusobacteria,Fusobacterium,0.000139602,0,39,26,26
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Actinobacteria,Gardnerella,8.33E-06,0,39,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Gluconobacter,6.21E-06,0,39,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Hahella,9.59E-07,0,39,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Euryarchaeota,Haloferax,9.42E-06,0,37,15,13
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Euryarchaeota,Haloquadratum,0,2.693790369,9,38,9
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Helicobacter,6.13E-05,0,39,3,3
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Idiomarina,1.92E-06,0,39,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Firmicutes,Lactobacillus,0.000372728,0,39,10,10
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Spirochaetes,Leptospira,0.000207203,0.17811862,39,36,36
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Fusobacteria,Leptotrichia,5.78E-05,0.652618382,39,6,6
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Firmicutes,Leuconostoc,2.92E-05,0.130837358,39,28,28
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Firmicutes,Listeria,0.000159305,0,39,4,4
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Magnetospirillum,1.31E-05,0,39,19,19
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Marinomonas,1.45E-06,0.692907816,37,21,20
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Crenarchaeota,Metallosphaera,5.99E-07,0,25,4,3
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Euryarchaeota,Methanobacterium,1.92E-06,0,21,36,20
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Euryarchaeota,Methanobrevibacter,1.30E-05,0,39,2,2
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Euryarchaeota,Methanothermobacter,1.12E-06,0,34,3,3
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Methylophaga,6.41E-07,0,34,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Moraxella,1.96E-05,0,39,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Actinobacteria,Mycobacterium,0.000457606,0,39,2,2
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Tenericutes,Mycoplasma,1.11E-05,0,39,31,31
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Myxococcus,4.93E-06,0.174507549,38,36,35
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Euryarchaeota,Natrialba,6.30E-06,0,39,2,2
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Neisseria,4.86E-05,0,39,7,7
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Actinobacteria,Olsenella,4.06E-06,0,37,11,10
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Phaeobacter,1.48E-06,0,34,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Planctomycetes,Planctomyces,0,0,30,3,3
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Bacteroidetes,Porphyromonas,0,0.03776808,35,22,19
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Bacteroidetes,Prevotella,3.92E-05,0,39,16,16
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Cyanobacteria,Prochlorococcus,0.026475052,12.09042817,39,39,39
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Actinobacteria,Propionibacterium,1.20E-05,0,39,2,2
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Pseudoalteromonas,6.97E-05,0,39,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Psychrobacter,6.40E-06,0,39,2,2
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Rhizobium,2.34E-05,0,39,1,1
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Proteobacteria,Rhodobacter,5.35E-05,0,39,11,11
ETARA_070_SRF_South_Atlantic_Gyral_Province,TARA_070_SRF_0.22-0.45,Planctomycetes,Rhodopirellula,6.30E-06,0,35,23,20
